1;1;2;999
1;2;2;999
1;3;2;999
1;4;2;999
1;5;2;999
1;6;2;999
1;7;2;999
1;8;0;911
1;9;2;999
1;10;2;999
1;11;2;999
1;12;2;999
1;13;2;999
1;14;0;619
1;15;2;999
2;1;2;999
2;2;2;999
2;3;2;999
2;4;2;999
2;5;2;999
2;6;2;999
2;7;0;733
2;8;2;999
2;9;2;999
2;10;2;999
2;11;2;999
2;12;2;999
2;13;2;999
2;14;0;931
2;15;2;999
3;1;2;999
3;2;2;999
3;3;2;999
3;4;2;999
3;5;0;415
3;6;2;999
3;7;2;999
3;8;2;999
3;9;0;684
3;10;0;501
3;11;0;826
3;12;2;999
3;13;2;999
3;14;2;999
3;15;2;999
4;1;2;999
4;2;0;719
4;3;2;999
4;4;0;324
4;5;2;999
4;6;NA;NA
4;7;2;999
4;8;0;255
4;9;0;514
4;10;2;999
4;11;2;999
4;12;0;113
4;13;0;694
4;14;0;887
4;15;0;194
5;1;0;359
5;2;0;961
5;3;2;999
5;4;2;999
5;5;2;999
5;6;2;999
5;7;0;862
5;8;2;999
5;9;2;999
5;10;0;984
5;11;2;999
5;12;NA;NA
5;13;2;999
5;14;0;987
5;15;2;999
6;1;0;341
6;2;2;999
6;3;2;999
6;4;0;913
6;5;2;999
6;6;0;911
6;7;0;922
6;8;2;999
6;9;2;999
6;10;0;189
6;11;0;926
6;12;0;918
6;13;2;999
6;14;2;999
6;15;2;999
7;1;0;702
7;2;0;455
7;3;2;999
7;4;2;999
7;5;NA;NA
7;6;0;940
7;7;2;999
7;8;0;120
7;9;2;999
7;10;2;999
7;11;0;737
7;12;NA;NA
7;13;0;735
7;14;2;999
7;15;2;999
8;1;0;12
8;2;2;999
8;3;2;999
8;4;2;999
8;5;2;999
8;6;2;999
8;7;0;41
8;8;0;64
8;9;2;999
8;10;2;999
8;11;0;914
8;12;2;999
8;13;2;999
8;14;0;394
8;15;2;999
9;1;0;707
9;2;0;609
9;3;0;876
9;4;2;999
9;5;2;999
9;6;0;934
9;7;2;999
9;8;2;999
9;9;NA;NA
9;10;0;75
9;11;2;999
9;12;2;999
9;13;2;999
9;14;NA;NA
9;15;2;999
10;1;2;999
10;2;2;999
10;3;2;999
10;4;0;56
10;5;2;999
10;6;2;999
10;7;2;999
10;8;0;404
10;9;2;999
10;10;2;999
10;11;2;999
10;12;0;513
10;13;2;999
10;14;2;999
10;15;2;999
11;1;0;859
11;2;2;999
11;3;2;999
11;4;0;732
11;5;2;999
11;6;2;999
11;7;2;999
11;8;0;861
11;9;2;999
11;10;2;999
11;11;2;999
11;12;2;999
11;13;2;999
11;14;2;999
11;15;2;999
12;1;2;999
12;2;2;999
12;3;2;999
12;4;2;999
12;5;2;999
12;6;2;999
12;7;2;999
12;8;2;999
12;9;2;999
12;10;0;209
12;11;2;999
12;12;2;999
12;13;0;1
12;14;0;212
12;15;2;999
13;1;0;428
13;2;0;633
13;3;2;999
13;4;2;999
13;5;2;999
13;6;0;875
13;7;0;972
13;8;0;683
13;9;2;999
13;10;2;999
13;11;NA;NA
13;12;2;999
13;13;2;999
13;14;2;999
13;15;2;999
14;1;0;891
14;2;0;815
14;3;2;999
14;4;2;999
14;5;2;999
14;6;2;999
14;7;0;929
14;8;0;789
14;9;2;999
14;10;2;999
14;11;2;999
14;12;0;581
14;13;0;554
14;14;NA;NA
