5,1175;0,028262654;2
5,4151;0,028262654;0
2,8794;0,028751548;0
2,9968;0,028751548;0
3,1351;0,028751548;0
3,353;0,028751548;0
3,5081;0,028751548;0
3,7177;0,028751548;0
4,0362;0,028751548;0
4,2583;0,028751548;0
4,4218;0,028751548;0
4,6523;0,028751548;0
5,0253;0,028751548;0
5,4151;0,028751548;0
5,6163;0,028751548;0
5,9851;0,028751548;0
6,3414;0,028751548;1
6,7102;0,028751548;0
7,0413;0,028751548;1
7,4269;0,028751548;0
7,9425;0,028751548;0
8,437;0,028751548;0
8,9735;0,028751548;0
4,6607;0,030932373;0
4,9667;0,030932373;0
5,2475;0,030932373;0
5,4738;0,030932373;1
5,9223;0,030932373;0
6,3414;0,030932373;1
6,7773;0,030932373;1
7,2174;0,030932373;0
7,5569;0,030932373;0
8,0933;0,030932373;0
4,405;0,029909283;0
4,6984;0,029909283;0
4,9667;0,029909283;0
5,2056;0,029909283;0
5,6289;0,029909283;1
5,9055;0,029909283;0
6,2953;0,029909283;0
6,6767;0,029909283;1
7,0162;0,029909283;0
7,6197;0,029909283;0
8,0263;0,029909283;0
4,2751;0,031066168;0
4,4972;0,031066168;0
4,8074;0,031066168;0
5,172;0,031066168;0
5,5073;0,031066168;0
5,8301;0,031066168;0
6,2031;0,031066168;0
6,5342;0,031066168;1
3,6254;0,029905268;0
3,8266;0,029905268;0
4,1452;0,029905268;0
4,2499;0,029905268;0
4,6607;0,029905268;0
4,8535;0,029905268;0
5,1595;0,029905268;0
5,5031;0,029905268;0
5,8049;0,029905268;0
6,2576;0,029905268;0
3,2692;0,027325237;0
3,5332;0,027325237;0
3,638;0,027325237;0
3,8224;0,027325237;0
4,1158;0,027325237;0
4,3422;0,027325237;0
4,5978;0,027325237;0
4,799;0,027325237;0
5,1259;0,027325237;0
5,3648;0,027325237;0
5,6624;0,027325237;0
3,1393;0,028193665;0
3,353;0,028193665;0
3,5416;0,028193665;0
3,7512;0,028193665;0
3,9314;0,028193665;0
4,1787;0,028193665;0
4,426;0,028193665;1
4,6984;0,028193665;0
4,9625;0,028193665;0
5,2852;0,028193665;0
5,587;0,028193665;0
5,7923;0,028193665;0
3,1225;0,028971172;0
3,1728;0,028971172;0
3,3991;0,028971172;0
3,6171;0,028971172;0
3,8308;0,028971172;0
4,0152;0,028971172;0
4,2793;0,028971172;0
4,4469;0,028971172;0
4,8451;0,028971172;1
5,2181;0,028971172;0
5,3942;0,028971172;0
5,7462;0,028971172;1
6,1402;0,028971172;1
3,1309;0,028339236;0
3,2021;0,028339236;0
3,441;0,028339236;1
3,638;0,028339236;0
3,8308;0,028339236;0
4,0865;0,028339236;0
4,296;0,028339236;0
4,5643;0,028339236;0
4,887;0,028339236;0
5,0966;0,028339236;0
5,4319;0,028339236;0
2,7704;0,0285509;0
2,9465;0,0285509;0
3,0554;0,0285509;0
3,1686;0,0285509;0
3,4117;0,0285509;0
3,5416;0,0285509;0
3,8895;0,0285509;0
4,1158;0,0285509;0
4,4092;0,0285509;0
4,5727;0,0285509;1
4,8116;0,0285509;0
5,1343;0,0285509;1
2,5818;0,026008176;0
