2,8794;0
2,9968;0
3,1351;0
3,353;0
3,5081;0
3,7177;0
4,0362;0
4,2583;0
4,4218;0
4,6523;0
5,0253;0
5,4151;0
5,6163;0
5,9851;0
6,3414;1
6,7102;0
7,0413;1
7,4269;0
7,9425;0
8,437;0
8,9735;0
3,2692;0
3,5332;0
3,638;0
3,8224;0
4,1158;0
4,3422;0
4,5978;0
4,799;0
5,1259;0
5,3648;0
5,6624;0
3,1393;0
3,353;0
3,5416;0
3,7512;0
3,9314;0
4,1787;0
4,426;1
4,6984;0
4,9625;0
5,2852;0
5,587;0
5,7923;0
3,1225;0
3,1728;0
3,3991;0
3,6171;0
3,8308;0
4,0152;0
4,2793;0
4,4469;0
4,8451;1
5,2181;0
5,3942;0
5,7462;1
6,1402;1
3,1309;0
3,2021;0
3,441;1
3,638;0
3,8308;0
4,0865;0
4,296;0
4,5643;0
4,887;0
5,0966;0
5,4319;0
2,7704;0
2,9465;0
3,0554;0
3,1686;0
3,4117;0
3,5416;0
3,8895;0
4,1158;0
4,4092;0
4,5727;1
4,8116;0
5,1343;1
2,9465;0
3,1476;0
3,2901;0
3,4285;0
3,5835;0
3,8266;0
4,053;0
4,2332;0
4,5433;0
4,799;1
5,2181;0
5,4528;0
2,9507;0
3,1015;0
3,1686;0
3,3656;0
3,6003;0
3,7512;0
4,0027;0
4,1955;0
4,4637;1
4,6942;1
4,9331;0
5,2014;0
5,4403;0
5,8468;0
6,1905;0
3,156;0
3,2566;0
3,4494;0
3,6967;0
3,923;1
4,1787;1
4,3883;0
4,7361;0
4,9667;0
5,2391;0
2,7327;0
2,871;0
3,0051;1
3,1225;0
3,3656;0
3,5752;1
3,7428;0
4,0446;0
4,3757;0
4,6565;0
4,8116;0
5,1301;0
5,5073;0
5,9181;1
6,245;0
2,8584;0
3,0219;0
3,2105;0
3,4075;0
3,5626;1
3,7218;0
4,0194;0
4,3463;0
4,5643;0
4,8996;0
5,2265;0
2,6824;0
2,7914;0
2,9842;1
3,0973;0
3,2566;0
3,3991;0
3,5668;0
3,8811;0
3,9649;0
4,2248;0
4,5098;1
4,8241;0
5,1175;0
5,545;0
2,8417;0
2,9507;0
3,1015;0
3,2357;0
3,4326;0
3,7638;0
3,9272;0
4,0697;0
4,4469;0
4,5308;0
4,908;0
5,0128;1
5,3648;0
5,6834;0
6,069;0
2,9507;0
3,0932;0
3,4536;0
3,4033;1
3,5877;0
3,8141;0
4,0194;0
4,2751;0
4,5014;0
4,6858;0
4,9918;0
2,7243;0
2,9507;0
3,1309;0
3,374;0
3,4829;1
3,6129;0
3,856;0
4,0571;0
4,1955;0
4,4763;0
4,7655;0
5,0798;0
5,3858;0
2,804;0
3,0345;0
3,177;0
3,2734;0
3,4871;0
3,6129;0
3,8602;1
4,0655;0
4,3296;0
4,4511;0
4,6565;0
4,9289;0
5,1595;0
5,4403;0
5,8552;0
3,2566;0
3,5374;0
3,7009;0
3,9356;0
4,1787;1
4,4386;0
4,7026;0
4,9289;0
5,2181;0
5,5031;0
5,9181;0
3,2147;0
3,441;0
3,6254;0
3,8015;0
4,0571;0
4,2416;0
4,4553;0
4,6942;0
5,0379;0
5,1595;1
5,4738;0
3,0848;0
3,3865;0
3,5039;0
3,7218;0
3,9314;0
4,1116;0
4,3924;0
4,6439;0
4,908;0
5,193;0
5,5283;0
3,0135;0
3,0177;0
3,2943;0
3,4201;0
3,6296;0
3,747;0
4,011;0
4,2709;0
4,5978;0
4,7068;0
4,9792;0
5,2726;0
5,7462;0
5,851;0
3,2063;0
3,5039;0
3,6129;0
3,8392;0
4,1242;0
4,2206;0
4,5266;1
2,6279;0
2,871;1
2,9255;0
3,1309;0
3,2985;0
3,4494;0
3,6716;0
3,8224;0
4,0865;0
4,2919;0
4,4469;0
4,6481;0
4,9373;1
5,1804;0
5,5073;0
5,7756;0
3,0512;0
3,2608;0
3,5123;0
3,7679;0
3,944;0
4,2206;0
4,4553;0
4,7319;0
4,996;0
5,2936;0
2,8123;0
2,8962;0
3,0596;0
3,2273;0
3,374;0
3,5877;0
3,7889;0
3,9607;0
4,2248;0
4,5014;0
4,7194;0
5,0756;0
5,3271;0
5,7169;0
2,9213;0
3,1979;0
3,4285;0
3,5165;0
3,7386;0
3,944;1
4,1745;0
4,2877;1
4,6355;0
4,8409;0
5,105;0
5,4738;0
5,8762;0
6,069;1
3,3614;0
3,659;0
3,8099;0
4,0194;0
4,3002;0
4,7236;0
4,799;0
5,105;0
5,4989;0
5,8845;1
3,177;0
3,3572;0
3,6464;0
3,7847;0
4,0865;0
4,3128;0
4,6481;0
4,9541;0
5,1678;0
5,4906;1
5,7839;0
6,2324;0
6,4839;1
3,2566;0
3,2943;0
3,4662;0
3,6129;0
3,9272;0
4,1284;0
4,338;0
4,535;0
4,82;1
5,0631;0
2,8836;0
3,0051;0
3,2273;0
3,3824;0
3,5961;1
3,7554;0
3,9649;0
4,2248;0
4,4008;0
4,5894;0
4,9415;0
2,8501;0
3,0093;0
3,1979;0
3,3027;1
3,4326;0
3,6841;0
3,8266;0
4,0571;0
4,2583;0
4,493;0
4,8912;0
5,0505;0
5,3229;0
5,6876;0
3,0932;0
3,3404;0
3,5793;0
3,747;0
3,7889;0
4,0194;0
4,3212;0
4,6314;0
4,9164;1
5,1175;0
5,457;0
3,0471;0
3,2315;0
3,5039;0
3,6967;0
3,9482;0
4,0446;0
4,2248;0
4,5601;0
4,7655;0
5,1092;0
5,5325;0
